strat,init_dist,p_om,time_taken 
2,10,0.5,23
3,10,0.5,10
1,12,0.1,13
2,12,0.1,115
3,12,0.1,52
1,15,0.2,16
2,15,0.2,58
3,15,0.2,25
1,19,0.3,21
2,19,0.3,58
3,19,0.3,28
1,10,0.4,15
2,10,0.4,13
3,10,0.4,11
1,12,0.5,8
2,12,0.5,26
3,12,0.5,12
1,14,0.1,16
2,14,0.1,50
3,14,0.1,91
1,10,0.2,9
2,10,0.2,35
3,10,0.2,18
1,17,0.3,15
2,17,0.3,41
3,17,0.3,35
1,19,0.4,14
2,19,0.4,53
3,19,0.4,25
1,13,0.5,13
2,13,0.5,11
3,13,0.5,13
1,15,0.1,18
2,15,0.1,158
3,15,0.1,102
1,10,0.2,8
2,10,0.2,26
3,10,0.2,23
1,17,0.3,19
2,17,0.3,30
3,17,0.3,29
1,19,0.4,19
2,19,0.4,30
3,19,0.4,24
1,15,0.5,16
2,15,0.5,26
3,15,0.5,15
1,17,0.1,17
2,17,0.1,109
3,17,0.1,96
1,10,0.2,12
2,10,0.2,49
3,10,0.2,28
1,13,0.3,14
2,13,0.3,32
3,13,0.3,23
1,12,0.4,9
2,12,0.4,24
3,12,0.4,16
1,16,0.5,24
2,16,0.5,15
3,16,0.5,16
1,18,0.1,18
2,18,0.1,94
3,18,0.1,79
1,16,0.2,12
2,16,0.2,54
3,16,0.2,46
1,11,0.3,13
2,11,0.3,24
3,11,0.3,18
1,13,0.4,8
2,13,0.4,25
3,13,0.4,18
1,17,0.5,18
2,17,0.5,29
3,17,0.5,17
1,14,0.1,12
2,14,0.1,69
3,14,0.1,76
1,18,0.2,16
2,18,0.2,62
3,18,0.2,31
1,17,0.3,14
2,17,0.3,49
3,17,0.3,33
1,18,0.4,17
2,18,0.4,43
3,18,0.4,21
1,16,0.5,20
2,16,0.5,15
3,16,0.5,16
1,13,0.1,14
2,13,0.1,76
3,13,0.1,36
1,10,0.2,6
2,10,0.2,20
3,10,0.2,21
1,11,0.3,11
2,11,0.3,18
3,11,0.3,16
1,15,0.4,13
2,15,0.4,34
3,15,0.4,16
1,18,0.5,16
2,18,0.5,21
3,18,0.5,18
1,17,0.1,18
2,17,0.1,115
3,17,0.1,73
1,11,0.2,11
2,11,0.2,43
3,11,0.2,36
1,12,0.3,14
2,12,0.3,16
3,12,0.3,24
1,11,0.4,8
2,11,0.4,14
3,11,0.4,13
1,18,0.5,11
2,18,0.5,33
3,18,0.5,18
1,13,0.1,13
2,13,0.1,86
3,13,0.1,65
1,16,0.2,16
2,16,0.2,42
3,16,0.2,29
1,15,0.3,16
2,15,0.3,24
3,15,0.3,23
1,12,0.4,11
2,12,0.4,21
3,12,0.4,14
1,10,0.5,7
2,10,0.5,8
3,10,0.5,10
1,12,0.1,14
2,12,0.1,91
3,12,0.1,33
1,13,0.2,15
2,13,0.2,46
3,13,0.2,32
1,13,0.3,9
2,13,0.3,18
3,13,0.3,30
1,17,0.4,18
2,17,0.4,24
3,17,0.4,18
1,17,0.5,15
2,17,0.5,25
3,17,0.5,17
1,17,0.1,21
2,17,0.1,100
3,17,0.1,88
1,15,0.2,11
2,15,0.2,55
3,15,0.2,36
1,15,0.3,15
2,15,0.3,22
3,15,0.3,26
1,14,0.4,14
2,14,0.4,27
3,14,0.4,16
1,14,0.5,10
2,14,0.5,16
3,14,0.5,14
1,10,0.1,12
2,10,0.1,46
3,10,0.1,56
1,12,0.2,14
2,12,0.2,35
3,12,0.2,38
1,18,0.3,21
2,18,0.3,51
3,18,0.3,24
1,18,0.4,22
2,18,0.4,25
3,18,0.4,23
1,17,0.5,14
2,17,0.5,46
3,17,0.5,17
1,15,0.1,16
2,15,0.1,110
3,15,0.1,99
1,14,0.2,11
2,14,0.2,34
3,14,0.2,28
1,12,0.3,14
2,12,0.3,86
3,12,0.3,20
1,12,0.4,18
2,12,0.4,15
3,12,0.4,19
1,11,0.5,10
2,11,0.5,27
3,11,0.5,11
1,12,0.1,14
2,12,0.1,43
3,12,0.1,90
1,16,0.2,18
2,16,0.2,38
3,16,0.2,49
1,12,0.3,10
2,12,0.3,16
3,12,0.3,29
1,18,0.4,18
2,18,0.4,48
3,18,0.4,23
1,12,0.5,11
2,12,0.5,11
3,12,0.5,12
1,13,0.1,15
2,13,0.1,80
3,13,0.1,79
1,17,0.2,17
2,17,0.2,56
3,17,0.2,39
1,15,0.3,14
2,15,0.3,27
3,15,0.3,27
1,18,0.4,23
2,18,0.4,41
3,18,0.4,25
1,14,0.5,10
2,14,0.5,25
3,14,0.5,14
1,16,0.1,15
2,16,0.1,62
3,16,0.1,70
1,19,0.2,20
2,19,0.2,76
3,19,0.2,47
1,13,0.3,16
2,13,0.3,38
3,13,0.3,18
1,13,0.4,12
2,13,0.4,21
3,13,0.4,17
1,13,0.5,10
2,13,0.5,12
3,13,0.5,13
1,11,0.1,9
2,11,0.1,70
3,11,0.1,39
1,18,0.2,21
2,18,0.2,62
3,18,0.2,47
1,18,0.3,15
2,18,0.3,29
3,18,0.3,29
1,19,0.4,24
2,19,0.4,31
3,19,0.4,26
1,17,0.5,18
2,17,0.5,15
3,17,0.5,17
1,16,0.1,16
2,16,0.1,215
3,16,0.1,60
1,10,0.2,7
2,10,0.2,19
3,10,0.2,25
1,11,0.3,12
2,11,0.3,14
3,11,0.3,14
1,15,0.4,11
2,15,0.4,31
3,15,0.4,22
1,15,0.5,10
2,15,0.5,19
3,15,0.5,15
1,19,0.1,15
2,19,0.1,138
3,19,0.1,120
1,13,0.2,9
2,13,0.2,82
3,13,0.2,39
1,12,0.3,16
2,12,0.3,56
3,12,0.3,16
1,17,0.4,15
2,17,0.4,34
3,17,0.4,19
1,11,0.5,11
2,11,0.5,12
3,11,0.5,11
1,13,0.1,12
2,13,0.1,82
3,13,0.1,64
1,16,0.2,15
2,16,0.2,120
3,16,0.2,30
1,11,0.3,13
2,11,0.3,28
3,11,0.3,15
1,11,0.4,10
2,11,0.4,19
3,11,0.4,11
1,19,0.5,24
2,19,0.5,38
3,19,0.5,19
1,11,0.1,9
2,11,0.1,80
3,11,0.1,41
1,16,0.2,17
2,16,0.2,21
3,16,0.2,43
1,15,0.3,16
2,15,0.3,30
3,15,0.3,24
1,16,0.4,11
2,16,0.4,16
3,16,0.4,20
1,10,0.5,9
2,10,0.5,17
3,10,0.5,10
1,12,0.1,12
2,12,0.1,55
3,12,0.1,45
1,19,0.2,15
2,19,0.2,50
3,19,0.2,47
1,12,0.3,11
2,12,0.3,10
3,12,0.3,19
1,18,0.4,15
2,18,0.4,28
3,18,0.4,23
1,10,0.5,7
2,10,0.5,15
3,10,0.5,10
1,14,0.1,14
2,14,0.1,93
3,14,0.1,97
1,13,0.2,12
2,13,0.2,70
3,13,0.2,24
1,12,0.3,8
2,12,0.3,28
3,12,0.3,31
1,12,0.4,11
2,12,0.4,24
3,12,0.4,13
1,12,0.5,9
2,12,0.5,20
3,12,0.5,12
1,10,0.1,12
2,10,0.1,76
3,10,0.1,39
1,14,0.2,20
2,14,0.2,43
3,14,0.2,38
1,17,0.3,20
2,17,0.3,37
3,17,0.3,34
1,13,0.4,16
2,13,0.4,10
3,13,0.4,15
1,15,0.5,17
2,15,0.5,30
3,15,0.5,15
1,13,0.1,13
2,13,0.1,36
3,13,0.1,64
1,18,0.2,17
2,18,0.2,48
3,18,0.2,43
1,15,0.3,19
2,15,0.3,26
3,15,0.3,26
1,16,0.4,16
2,16,0.4,10
3,16,0.4,17
1,15,0.5,18
2,15,0.5,14
3,15,0.5,15
1,16,0.1,20
2,16,0.1,59
3,16,0.1,68
1,17,0.2,21
2,17,0.2,48
3,17,0.2,49
1,15,0.3,19
2,15,0.3,28
3,15,0.3,21
1,11,0.4,12
2,11,0.4,21
3,11,0.4,18
1,19,0.5,14
2,19,0.5,34
3,19,0.5,19
1,18,0.1,19
2,18,0.1,54
3,18,0.1,79
1,15,0.2,16
2,15,0.2,62
3,15,0.2,42
1,14,0.3,16
2,14,0.3,22
3,14,0.3,23
1,12,0.4,13
2,12,0.4,38
3,12,0.4,15
1,15,0.5,14
2,15,0.5,13
3,15,0.5,15
1,15,0.1,14
2,15,0.1,104
3,15,0.1,75
1,12,0.2,10
2,12,0.2,70
3,12,0.2,23
1,18,0.3,17
2,18,0.3,33
3,18,0.3,26
1,16,0.4,15
2,16,0.4,17
3,16,0.4,18
1,10,0.5,8
2,10,0.5,10
3,10,0.5,10
1,15,0.1,17
2,15,0.1,132
3,15,0.1,82
1,18,0.2,14
2,18,0.2,63
3,18,0.2,55
1,17,0.3,21
2,17,0.3,39
3,17,0.3,31
1,14,0.4,15
2,14,0.4,17
3,14,0.4,15
1,14,0.5,15
2,14,0.5,19
3,14,0.5,14
1,19,0.1,15
2,19,0.1,92
3,19,0.1,102
1,18,0.2,16
2,18,0.2,41
3,18,0.2,47
1,17,0.3,25
2,17,0.3,37
3,17,0.3,26
1,17,0.4,16
2,17,0.4,34
3,17,0.4,21
1,17,0.5,16
2,17,0.5,35
3,17,0.5,17
1,16,0.1,16
2,16,0.1,147
3,16,0.1,84
1,16,0.2,16
2,16,0.2,35
3,16,0.2,44
1,16,0.3,19
2,16,0.3,29
3,16,0.3,23
1,17,0.4,23
2,17,0.4,17
3,17,0.4,20
1,11,0.5,12
2,11,0.5,13
3,11,0.5,11
1,19,0.1,20
2,19,0.1,115
3,19,0.1,54
1,17,0.2,12
2,17,0.2,67
3,17,0.2,65
1,10,0.3,11
2,10,0.3,23
3,10,0.3,20
1,12,0.4,14
2,12,0.4,12
3,12,0.4,14
1,18,0.5,14
2,18,0.5,21
3,18,0.5,18
1,12,0.1,13
2,12,0.1,49
3,12,0.1,36
1,11,0.2,12
2,11,0.2,22
3,11,0.2,23
1,16,0.3,22
2,16,0.3,45
3,16,0.3,26
1,14,0.4,13
2,14,0.4,18
3,14,0.4,17
1,13,0.5,18
2,13,0.5,8
3,13,0.5,13
1,15,0.1,13
2,15,0.1,130
3,15,0.1,53
1,18,0.2,21
2,18,0.2,51
3,18,0.2,50
1,13,0.3,11
2,13,0.3,18
3,13,0.3,24
1,12,0.4,14
2,12,0.4,11
3,12,0.4,12
1,14,0.5,17
2,14,0.5,37
3,14,0.5,14
1,11,0.1,9
2,11,0.1,77
3,11,0.1,72
1,13,0.2,12
2,13,0.2,33
3,13,0.2,29
1,14,0.3,11
2,14,0.3,29
3,14,0.3,29
1,13,0.4,12
2,13,0.4,18
3,13,0.4,22
1,11,0.5,11
2,11,0.5,21
3,11,0.5,11
1,13,0.1,14
2,13,0.1,38
3,13,0.1,49
1,13,0.2,11
2,13,0.2,28
3,13,0.2,30
1,19,0.3,15
2,19,0.3,56
3,19,0.3,44
1,13,0.4,14
2,13,0.4,29
3,13,0.4,18
1,19,0.5,14
2,19,0.5,31
3,19,0.5,19
1,16,0.1,16
2,16,0.1,154
3,16,0.1,75
1,10,0.2,10
2,10,0.2,10
3,10,0.2,25
1,16,0.3,12
2,16,0.3,38
3,16,0.3,24
1,19,0.4,19
2,19,0.4,55
3,19,0.4,22
1,19,0.5,14
2,19,0.5,28
3,19,0.5,19
1,10,0.1,9
2,10,0.1,95
3,10,0.1,33
1,16,0.2,21
2,16,0.2,60
3,16,0.2,36
1,14,0.3,15
2,14,0.3,22
3,14,0.3,18
1,16,0.4,14
2,16,0.4,28
3,16,0.4,19
1,14,0.5,16
2,14,0.5,17
3,14,0.5,14
1,10,0.1,10
2,10,0.1,64
3,10,0.1,73
1,12,0.2,12
2,12,0.2,22
3,12,0.2,39
1,16,0.3,23
2,16,0.3,18
3,16,0.3,26
1,15,0.4,14
2,15,0.4,17
3,15,0.4,21
1,16,0.5,14
2,16,0.5,17
3,16,0.5,16
1,13,0.1,14
2,13,0.1,74
3,13,0.1,70
1,14,0.2,19
2,14,0.2,36
3,14,0.2,32
1,13,0.3,12
2,13,0.3,21
3,13,0.3,21
1,19,0.4,19
2,19,0.4,19
3,19,0.4,24
1,19,0.5,16
2,19,0.5,15
3,19,0.5,19
1,14,0.1,12
2,14,0.1,99
3,14,0.1,97
1,10,0.2,8
2,10,0.2,18
3,10,0.2,25
1,18,0.3,16
2,18,0.3,49
3,18,0.3,29
1,10,0.4,13
2,10,0.4,10
3,10,0.4,13
1,18,0.5,28
2,18,0.5,18
3,18,0.5,18
1,12,0.1,13
2,12,0.1,37
3,12,0.1,58
1,11,0.2,12
2,11,0.2,30
3,11,0.2,43
1,12,0.3,13
2,12,0.3,29
3,12,0.3,23
1,13,0.4,10
2,13,0.4,25
3,13,0.4,14
1,15,0.5,13
2,15,0.5,39
3,15,0.5,15
1,10,0.1,11
2,10,0.1,36
3,10,0.1,62
1,18,0.2,27
2,18,0.2,52
3,18,0.2,55
1,12,0.3,8
2,12,0.3,20
3,12,0.3,20
1,16,0.4,15
2,16,0.4,33
3,16,0.4,19
1,10,0.5,12
2,10,0.5,10
3,10,0.5,10
1,19,0.1,19
2,19,0.1,134
3,19,0.1,102
1,12,0.2,14
2,12,0.2,81
3,12,0.2,27
1,10,0.3,9
2,10,0.3,26
3,10,0.3,15
1,17,0.4,19
2,17,0.4,29
3,17,0.4,25
1,12,0.5,11
2,12,0.5,17
3,12,0.5,12
1,13,0.1,14
2,13,0.1,128
3,13,0.1,81
1,17,0.2,23
2,17,0.2,40
3,17,0.2,41
1,19,0.3,24
2,19,0.3,32
3,19,0.3,32
1,19,0.4,18
2,19,0.4,20
3,19,0.4,23
1,16,0.5,14
2,16,0.5,20
3,16,0.5,16
1,14,0.1,11
2,14,0.1,55
3,14,0.1,69
1,13,0.2,14
2,13,0.2,45
3,13,0.2,27
1,18,0.3,20
2,18,0.3,40
3,18,0.3,30
1,12,0.4,14
2,12,0.4,16
3,12,0.4,20
1,14,0.5,15
2,14,0.5,43
3,14,0.5,14
1,15,0.1,18
2,15,0.1,67
3,15,0.1,65
1,17,0.2,18
2,17,0.2,57
3,17,0.2,25
1,12,0.3,8
2,12,0.3,37
3,12,0.3,17
1,14,0.4,19
2,14,0.4,25
3,14,0.4,15
1,11,0.5,14
2,11,0.5,6
3,11,0.5,11
1,18,0.1,22
2,18,0.1,93
3,18,0.1,113
1,18,0.2,17
2,18,0.2,57
3,18,0.2,47
1,16,0.3,16
2,16,0.3,27
3,16,0.3,26
1,14,0.4,14
2,14,0.4,23
3,14,0.4,15
1,12,0.5,20
2,12,0.5,30
3,12,0.5,12
1,14,0.1,13
2,14,0.1,40
3,14,0.1,74
1,16,0.2,17
2,16,0.2,47
3,16,0.2,46
1,10,0.3,10
2,10,0.3,17
3,10,0.3,28
1,11,0.4,10
2,11,0.4,15
3,11,0.4,13
1,15,0.5,17
2,15,0.5,20
3,15,0.5,15
1,11,0.1,10
2,11,0.1,68
3,11,0.1,82
1,13,0.2,9
2,13,0.2,43
3,13,0.2,27
1,15,0.3,20
2,15,0.3,28
3,15,0.3,28
1,14,0.4,16
2,14,0.4,20
3,14,0.4,18
1,13,0.5,13
2,13,0.5,11
3,13,0.5,13
1,18,0.1,17
2,18,0.1,149
3,18,0.1,92
1,14,0.2,19
2,14,0.2,40
3,14,0.2,48
1,14,0.3,11
2,14,0.3,32
3,14,0.3,25
1,10,0.4,12
2,10,0.4,9
3,10,0.4,12
1,15,0.5,9
2,15,0.5,22
3,15,0.5,15
1,10,0.1,9
2,10,0.1,50
3,10,0.1,37
1,19,0.2,23
2,19,0.2,56
3,19,0.2,58
1,19,0.3,18
2,19,0.3,36
3,19,0.3,36
1,13,0.4,14
2,13,0.4,16
3,13,0.4,17
1,12,0.5,12
2,12,0.5,21
3,12,0.5,12
1,15,0.1,13
2,15,0.1,116
3,15,0.1,54
1,18,0.2,13
2,18,0.2,52
3,18,0.2,42
1,18,0.3,14
2,18,0.3,39
3,18,0.3,31
1,11,0.4,10
2,11,0.4,20
3,11,0.4,11
1,10,0.5,12
2,10,0.5,9
3,10,0.5,10
1,12,0.1,12
2,12,0.1,35
3,12,0.1,71
1,15,0.2,17
2,15,0.2,56
3,15,0.2,42
1,14,0.3,11
2,14,0.3,30
3,14,0.3,26
1,10,0.4,8
2,10,0.4,14
3,10,0.4,11
1,12,0.5,8
2,12,0.5,17
3,12,0.5,12
1,15,0.1,14
2,15,0.1,193
3,15,0.1,111
1,15,0.2,15
2,15,0.2,61
3,15,0.2,53
1,13,0.3,10
2,13,0.3,16
3,13,0.3,18
1,13,0.4,11
2,13,0.4,24
3,13,0.4,14
1,15,0.5,17
2,15,0.5,19
3,15,0.5,15
1,13,0.1,13
2,13,0.1,64
3,13,0.1,71
1,18,0.2,16
2,18,0.2,47
3,18,0.2,55
1,16,0.3,21
2,16,0.3,21
3,16,0.3,28
1,17,0.4,16
2,17,0.4,17
3,17,0.4,21
1,16,0.5,14
2,16,0.5,23
3,16,0.5,16
1,17,0.1,17
2,17,0.1,77
3,17,0.1,76
1,11,0.2,13
2,11,0.2,55
3,11,0.2,24
1,11,0.3,15
2,11,0.3,30
3,11,0.3,18
1,11,0.4,13
2,11,0.4,17
3,11,0.4,12
1,17,0.5,22
2,17,0.5,43
3,17,0.5,17
1,12,0.1,11
2,12,0.1,54
3,12,0.1,92
1,15,0.2,15
2,15,0.2,78
3,15,0.2,31
1,14,0.3,12
2,14,0.3,70
3,14,0.3,25
1,10,0.4,13
2,10,0.4,25
3,10,0.4,15
1,15,0.5,22
2,15,0.5,13
3,15,0.5,15
1,12,0.1,12
2,12,0.1,88
3,12,0.1,78
1,16,0.2,17
2,16,0.2,122
3,16,0.2,31
1,10,0.3,7
2,10,0.3,48
3,10,0.3,14
1,14,0.4,12
2,14,0.4,33
3,14,0.4,14
1,16,0.5,15
2,16,0.5,27
3,16,0.5,16
1,14,0.1,14
2,14,0.1,98
3,14,0.1,64
1,17,0.2,24
2,17,0.2,39
3,17,0.2,38
1,19,0.3,21
2,19,0.3,81
3,19,0.3,27
1,16,0.4,18
2,16,0.4,18
3,16,0.4,22
1,14,0.5,10
2,14,0.5,14
3,14,0.5,14
1,10,0.1,12
2,10,0.1,62
3,10,0.1,50
1,15,0.2,13
2,15,0.2,50
3,15,0.2,33
1,17,0.3,16
2,17,0.3,27
3,17,0.3,25
1,19,0.4,16
2,19,0.4,32
3,19,0.4,21
1,14,0.5,16
2,14,0.5,24
3,14,0.5,14
1,16,0.1,14
2,16,0.1,125
3,16,0.1,87
1,17,0.2,21
2,17,0.2,67
3,17,0.2,35
1,19,0.3,23
2,19,0.3,16
3,19,0.3,38
1,16,0.4,15
2,16,0.4,26
3,16,0.4,24
1,10,0.5,9
2,10,0.5,22
3,10,0.5,10
1,12,0.1,12
2,12,0.1,62
3,12,0.1,80
1,10,0.2,7
2,10,0.2,48
3,10,0.2,19
1,13,0.3,14
2,13,0.3,31
3,13,0.3,28
1,15,0.4,12
2,15,0.4,38
3,15,0.4,20
1,11,0.5,8
2,11,0.5,16
3,11,0.5,11
1,15,0.1,15
2,15,0.1,67
3,15,0.1,87
1,16,0.2,13
2,16,0.2,48
3,16,0.2,45
1,10,0.3,9
2,10,0.3,30
3,10,0.3,12
1,19,0.4,26
2,19,0.4,15
3,19,0.4,22
1,18,0.5,21
2,18,0.5,25
3,18,0.5,18
1,15,0.1,15
2,15,0.1,124
3,15,0.1,104
1,16,0.2,22
2,16,0.2,61
3,16,0.2,34
1,15,0.3,13
2,15,0.3,50
3,15,0.3,25
1,11,0.4,16
2,11,0.4,15
3,11,0.4,12
1,19,0.5,25
2,19,0.5,25
3,19,0.5,19
1,13,0.1,14
2,13,0.1,84
3,13,0.1,64
1,12,0.2,10
2,12,0.2,37
3,12,0.2,24
1,11,0.3,12
2,11,0.3,32
3,11,0.3,23
1,19,0.4,20
2,19,0.4,37
3,19,0.4,24
1,13,0.5,20
2,13,0.5,13
3,13,0.5,13
1,18,0.1,17
2,18,0.1,85
3,18,0.1,55
1,19,0.2,15
2,19,0.2,70
3,19,0.2,39
1,17,0.3,18
2,17,0.3,30
3,17,0.3,26
1,19,0.4,27
2,19,0.4,36
3,19,0.4,25
1,12,0.5,12
2,12,0.5,34
3,12,0.5,12
1,12,0.1,12
2,12,0.1,55
3,12,0.1,46
1,14,0.2,14
2,14,0.2,68
3,14,0.2,33
1,16,0.3,17
2,16,0.3,43
3,16,0.3,30
1,12,0.4,9
2,12,0.4,11
3,12,0.4,13
1,10,0.5,7
2,10,0.5,15
3,10,0.5,10
1,16,0.1,17
2,16,0.1,158
3,16,0.1,42
1,19,0.2,21
2,19,0.2,72
3,19,0.2,66
1,10,0.3,14
2,10,0.3,21
3,10,0.3,18
1,13,0.4,10
2,13,0.4,24
3,13,0.4,15
1,17,0.5,12
2,17,0.5,22
3,17,0.5,17
1,12,0.1,12
2,12,0.1,59
3,12,0.1,65
1,12,0.2,13
2,12,0.2,55
3,12,0.2,27
1,10,0.3,9
2,10,0.3,18
3,10,0.3,17
1,13,0.4,13
2,13,0.4,21
3,13,0.4,18
1,17,0.5,17
2,17,0.5,18
3,17,0.5,17
1,11,0.1,11
2,11,0.1,72
3,11,0.1,41
1,10,0.2,9
2,10,0.2,33
3,10,0.2,25
1,17,0.3,19
2,17,0.3,47
3,17,0.3,31
1,19,0.4,17
2,19,0.4,29
3,19,0.4,24
1,13,0.5,18
2,13,0.5,27
3,13,0.5,13
1,19,0.1,19
2,19,0.1,134
3,19,0.1,100
1,16,0.2,15
2,16,0.2,47
3,16,0.2,42
1,18,0.3,27
2,18,0.3,55
3,18,0.3,28
1,12,0.4,11
2,12,0.4,17
3,12,0.4,14
1,13,0.5,13
2,13,0.5,23
3,13,0.5,13
1,13,0.1,11
2,13,0.1,111
3,13,0.1,70
1,10,0.2,13
2,10,0.2,48
3,10,0.2,26
1,14,0.3,11
2,14,0.3,23
3,14,0.3,21
1,17,0.4,23
2,17,0.4,26
3,17,0.4,21
1,11,0.5,10
2,11,0.5,10
3,11,0.5,11
1,12,0.1,13
2,12,0.1,80
3,12,0.1,72
1,16,0.2,18
2,16,0.2,46
3,16,0.2,32
1,14,0.3,17
2,14,0.3,28
3,14,0.3,24
1,13,0.4,11
2,13,0.4,24
3,13,0.4,17
1,14,0.5,21
2,14,0.5,26
3,14,0.5,14
1,10,0.1,9
2,10,0.1,83
3,10,0.1,47
1,17,0.2,17
2,17,0.2,46
3,17,0.2,30
1,11,0.3,10
2,11,0.3,14
3,11,0.3,20
1,12,0.4,9
2,12,0.4,14
3,12,0.4,17
1,12,0.5,9
2,12,0.5,17
3,12,0.5,12
1,13,0.1,13
2,13,0.1,67
3,13,0.1,55
1,17,0.2,18
2,17,0.2,64
3,17,0.2,36
1,13,0.3,11
2,13,0.3,21
3,13,0.3,16
1,13,0.4,12
2,13,0.4,24
3,13,0.4,14
1,19,0.5,20
2,19,0.5,22
3,19,0.5,19
1,12,0.1,10
2,12,0.1,67
3,12,0.1,51
1,19,0.2,16
2,19,0.2,80
3,19,0.2,64
1,19,0.3,20
2,19,0.3,57
3,19,0.3,36
1,14,0.4,12
2,14,0.4,40
3,14,0.4,16
1,18,0.5,21
2,18,0.5,29
3,18,0.5,18
1,13,0.1,12
2,13,0.1,71
3,13,0.1,69
1,10,0.2,13
2,10,0.2,38
3,10,0.2,34
1,16,0.3,13
2,16,0.3,50
3,16,0.3,32
1,13,0.4,16
2,13,0.4,20
3,13,0.4,18
1,13,0.5,9
2,13,0.5,9
3,13,0.5,13
1,14,0.1,16
2,14,0.1,39
3,14,0.1,70
1,18,0.2,21
2,18,0.2,84
3,18,0.2,54
1,10,0.3,8
2,10,0.3,22
3,10,0.3,15
1,16,0.4,18
2,16,0.4,23
3,16,0.4,17
1,18,0.5,18
2,18,0.5,25
3,18,0.5,18
1,11,0.1,13
2,11,0.1,86
3,11,0.1,44
1,19,0.2,20
2,19,0.2,76
3,19,0.2,57
1,12,0.3,14
2,12,0.3,31
3,12,0.3,20
1,18,0.4,16
2,18,0.4,29
3,18,0.4,20
1,12,0.5,19
2,12,0.5,20
3,12,0.5,12
1,16,0.1,18
2,16,0.1,149
3,16,0.1,100
1,16,0.2,18
2,16,0.2,40
3,16,0.2,51
1,19,0.3,21
2,19,0.3,27
3,19,0.3,33
1,12,0.4,18
2,12,0.4,13
3,12,0.4,16
1,16,0.5,23
2,16,0.5,22
3,16,0.5,16
1,19,0.1,20
2,19,0.1,94
3,19,0.1,102
1,18,0.2,21
2,18,0.2,52
3,18,0.2,45
1,14,0.3,19
2,14,0.3,22
3,14,0.3,22
1,12,0.4,7
2,12,0.4,27
3,12,0.4,17
1,15,0.5,12
2,15,0.5,10
3,15,0.5,15
1,13,0.1,15
2,13,0.1,87
3,13,0.1,46
1,17,0.2,14
2,17,0.2,75
3,17,0.2,51
1,15,0.3,16
2,15,0.3,34
3,15,0.3,18
1,16,0.4,20
2,16,0.4,36
3,16,0.4,22
1,14,0.5,9
2,14,0.5,20
3,14,0.5,14
1,19,0.1,21
2,19,0.1,137
3,19,0.1,120
1,16,0.2,19
2,16,0.2,57
3,16,0.2,37
1,14,0.3,12
2,14,0.3,16
3,14,0.3,27
1,13,0.4,11
2,13,0.4,21
3,13,0.4,14
1,19,0.5,16
2,19,0.5,25
3,19,0.5,19
1,12,0.1,11
2,12,0.1,32
3,12,0.1,45
1,14,0.2,12
2,14,0.2,45
3,14,0.2,33
1,11,0.3,13
2,11,0.3,22
3,11,0.3,17
1,16,0.4,17
2,16,0.4,17
3,16,0.4,19
1,16,0.5,13
2,16,0.5,16
3,16,0.5,16
1,16,0.1,18
2,16,0.1,71
3,16,0.1,63
1,18,0.2,19
2,18,0.2,51
3,18,0.2,38
1,14,0.3,16
2,14,0.3,46
3,14,0.3,17
1,15,0.4,20
2,15,0.4,40
3,15,0.4,26
1,18,0.5,26
2,18,0.5,22
3,18,0.5,18
1,15,0.1,15
2,15,0.1,172
3,15,0.1,48
1,15,0.2,11
2,15,0.2,41
3,15,0.2,34
1,15,0.3,15
2,15,0.3,32
3,15,0.3,25
1,10,0.4,10
2,10,0.4,12
3,10,0.4,11
1,18,0.5,18
2,18,0.5,26
3,18,0.5,18
1,17,0.1,17
2,17,0.1,151
3,17,0.1,77
1,11,0.2,11
2,11,0.2,28
3,11,0.2,23
1,19,0.3,19
2,19,0.3,36
3,19,0.3,35
1,10,0.4,9
2,10,0.4,10
3,10,0.4,14
1,16,0.5,15
2,16,0.5,35
3,16,0.5,16
1,14,0.1,14
2,14,0.1,238
3,14,0.1,68
1,15,0.2,16
2,15,0.2,62
3,15,0.2,45
1,14,0.3,10
2,14,0.3,18
3,14,0.3,24
1,17,0.4,17
2,17,0.4,52
3,17,0.4,19
1,14,0.5,16
2,14,0.5,19
3,14,0.5,14
1,16,0.1,19
2,16,0.1,156
3,16,0.1,70
1,10,0.2,9
2,10,0.2,35
3,10,0.2,16
1,19,0.3,24
2,19,0.3,31
3,19,0.3,37
1,12,0.4,11
2,12,0.4,25
3,12,0.4,16
1,13,0.5,15
2,13,0.5,14
3,13,0.5,13
1,19,0.1,19
2,19,0.1,96
3,19,0.1,121
1,16,0.2,14
2,16,0.2,63
3,16,0.2,36
1,14,0.3,11
2,14,0.3,43
3,14,0.3,23
1,19,0.4,22
2,19,0.4,24
3,19,0.4,24
1,11,0.5,11
2,11,0.5,17
3,11,0.5,11
1,12,0.1,12
2,12,0.1,83
3,12,0.1,62
1,10,0.2,11
2,10,0.2,12
3,10,0.2,31
1,15,0.3,17
2,15,0.3,60
3,15,0.3,27
1,14,0.4,16
2,14,0.4,16
3,14,0.4,17
1,15,0.5,13
2,15,0.5,42
3,15,0.5,15
1,19,0.1,18
2,19,0.1,67
3,19,0.1,96
1,16,0.2,24
2,16,0.2,31
3,16,0.2,33
1,15,0.3,14
2,15,0.3,33
3,15,0.3,19
1,13,0.4,9
2,13,0.4,28
3,13,0.4,13
1,19,0.5,21
2,19,0.5,24
3,19,0.5,19
1,18,0.1,21
